Index,ARIMA MAPE,Four Inputs RNN MAPE,One Input RNN MAPE
2017-09-17,-115.75909630921073,-120.7335199005395,-104.09927523516893
2017-09-18,47.04421831079209,289.6917246370885,29.022480357369346
2017-09-19,363.52723667161206,432.2986665450968,82.36170451663928
2017-09-20,-67.54481421756248,-401.18257113957793,-104.77952019822712
2017-09-21,-200.5028443468396,-4233.897914766266,-929.0458019642974
2017-09-22,182.23656871292522,1225.5700004101857,298.65720108517235
2017-09-23,-52.75200400625097,-294.6101188390289,-109.3200907816421
2017-09-24,1.2883006920469695,371.09452136091596,90.2465848778237
2017-09-25,102.37462081956654,246.0542838638889,12.594039424743361
2017-09-26,-102.42184545751097,-404.72440937233677,-107.0736808267363
2017-09-27,-58.41850203859107,-363.85965173799855,-182.82335886205632
2017-09-28,58.03836209130529,257.1646136178029,31.977100581433643
2017-09-29,-49.432219038988016,-220.1495146095992,-105.15948359785538
2017-09-30,7610.279694748249,6982.027868118418,86.74066418505689
2017-10-01,52.12479690266244,159.22422280800424,53.179425144880014
