Index,Mac
2002-01-01,810.0
2002-01-02,810.0
2002-01-03,810.0
2002-01-04,810.0
2002-01-05,810.0
2002-01-06,810.0
2002-01-07,810.0
2002-01-08,810.0
2002-01-09,810.0
2002-01-10,810.0
2002-01-11,810.0
2002-01-12,810.0
2002-01-13,810.0
2002-01-14,810.0
2002-01-15,810.0
2002-01-16,810.0
2002-01-17,810.0
2002-01-18,810.0
2002-01-19,810.0
2002-01-20,810.0
2002-01-21,810.0
2002-01-22,810.0
2002-01-23,810.0
2002-01-24,810.0
2002-01-25,810.0
2002-01-26,810.0
2002-01-27,810.0
2002-01-28,810.0
2002-01-29,810.0
2002-01-30,810.0
2002-01-31,810.0
2002-02-01,810.0
2002-02-02,810.0
2002-02-03,810.0
2002-02-04,810.0
2002-02-05,810.0
2002-02-06,810.0
2002-02-07,810.0
2002-02-08,810.0
2002-02-09,810.0
2002-02-10,810.0
2002-02-11,810.0
2002-02-12,810.0
2002-02-13,810.0
2002-02-14,810.0
2002-02-15,810.0
2002-02-16,810.0
2002-02-17,810.0
2002-02-18,810.0
2002-02-19,810.0
2002-02-20,810.0
2002-02-21,810.0
2002-02-22,810.0
2002-02-23,810.0
2002-02-24,810.0
2002-02-25,810.0
2002-02-26,810.0
2002-02-27,810.0
2002-02-28,810.0
2002-03-01,810.0
2002-03-02,810.0
2002-03-03,810.0
2002-03-04,810.0
2002-03-05,810.0
2002-03-06,810.0
2002-03-07,810.0
2002-03-08,810.0
2002-03-09,810.0
2002-03-10,810.0
2002-03-11,810.0
2002-03-12,810.0
2002-03-13,810.0
2002-03-14,810.0
2002-03-15,810.0
2002-03-16,810.0
2002-03-17,810.0
2002-03-18,810.0
2002-03-19,810.0
2002-03-20,810.0
2002-03-21,810.0
2002-03-22,810.0
2002-03-23,810.0
2002-03-24,810.0
2002-03-25,810.0
2002-03-26,810.0
2002-03-27,810.0
2002-03-28,810.0
2002-03-29,810.0
2002-03-30,810.0
2002-03-31,810.0
2002-04-01,810.0
2002-04-02,752.387668797461
2002-04-03,806.47150253493
2002-04-04,740.0390651557557
2002-04-05,782.2895292087048
2002-04-06,769.0479920822459
2002-04-07,737.3963858536918
2002-04-08,775.7073218130674
2002-04-09,809.481477486825
2002-04-10,743.0149727409295
2002-04-11,747.8411659239348
2002-04-12,783.8217513682159
2002-04-13,748.2710584877416
2002-04-14,793.2512027233786
2002-04-15,772.2923323168521
2002-04-16,788.1587529148584
2002-04-17,735.7740098267564
2002-04-18,747.0150950409322
2002-04-19,782.9258856071874
2002-04-20,806.3512115734386
2002-04-21,746.6479624349926
2002-04-22,744.1524891303028
2002-04-23,733.7053550800873
2002-04-24,786.9534398195477
2002-04-25,786.9617574551778
2002-04-26,755.1956109345011
2002-04-27,773.8472583981112
2002-04-28,805.963865985405
2002-04-29,735.8697639864425
2002-04-30,738.2440012679851
2002-05-01,793.5789517261651
2002-05-02,783.9846855156275
2002-05-03,807.6821429255158
2002-05-04,802.0805090749817
2002-05-05,790.2386567431251
2002-05-06,794.3357855590417
2002-05-07,740.5388575761
2002-05-08,766.9399001787727
2002-05-09,740.6212766681953
2002-05-10,739.0584191885603
2002-05-11,779.5750762636472
2002-05-12,736.9290247068132
2002-05-13,808.5726813259297
2002-05-14,737.2970136622152
2002-05-15,803.7801226366573
2002-05-16,741.8245087637775
2002-05-17,754.434371849087
2002-05-18,806.2536618343206
2002-05-19,760.3071122586465
2002-05-20,799.9091615464506
2002-05-21,774.6361186403734
2002-05-22,799.3080862437496
2002-05-23,768.4973588568649
2002-05-24,782.0255007517654
2002-05-25,766.0611454546216
2002-05-26,776.9859048371611
2002-05-27,734.5371533651108
2002-05-28,779.2343526607558
2002-05-29,787.1203441224613
2002-05-30,774.0648012322932
2002-05-31,805.6120113116175
2002-06-01,755.6484509593661
2002-06-02,758.0420662807574
2002-06-03,774.9910156200614
2002-06-04,754.7275746906182
2002-06-05,789.6390602248986
2002-06-06,767.3149819246148
2002-06-07,753.5435397760231
2002-06-08,730.4956934558003
2002-06-09,759.9168531346239
2002-06-10,745.0627658525368
2002-06-11,748.3424530849812
2002-06-12,761.4664380294338
2002-06-13,796.7249792214143
2002-06-14,731.1146904561502
2002-06-15,752.937736651936
2002-06-16,779.1113079301842
2002-06-17,734.730908874955
2002-06-18,783.0369718698028
2002-06-19,798.8782035677929
2002-06-20,732.1502437027785
2002-06-21,808.2010889002927
2002-06-22,761.909395669874
2002-06-23,737.5619396164476
2002-06-24,732.4026393812748
2002-06-25,791.6604351192639
2002-06-26,769.0766129001302
2002-06-27,773.1317113338905
2002-06-28,745.2732505765462
2002-06-29,761.483682258322
2002-06-30,748.3679002908033
2002-07-01,730.0
2002-07-02,732.6633123741174
2002-07-03,737.0976832602266
2002-07-04,732.4052123546285
2002-07-05,733.7056150849368
2002-07-06,737.5044563678298
2002-07-07,738.1753858243967
2002-07-08,735.3846331945896
2002-07-09,739.8527237809551
2002-07-10,738.9980627745092
2002-07-11,739.7160849565862
2002-07-12,737.0982662231758
2002-07-13,733.2302652109131
2002-07-14,730.3481899636542
2002-07-15,733.2050327270588
2002-07-16,737.4494205786293
2002-07-17,734.8536438577518
2002-07-18,739.9467375012881
2002-07-19,737.8328456652534
2002-07-20,737.7694172337922
2002-07-21,738.3996046841271
2002-07-22,731.4516492518575
2002-07-23,739.5602826959772
2002-07-24,739.0727647004942
2002-07-25,736.591399181406
2002-07-26,731.4344308876948
2002-07-27,735.708097179053
2002-07-28,734.2032596916536
2002-07-29,738.129551080528
2002-07-30,738.1449147896736
2002-07-31,736.1340254632084
2002-08-01,733.5322663434391
2002-08-02,739.9158613858507
2002-08-03,738.6856691082111
2002-08-04,734.1474242126956
2002-08-05,735.4407602567475
2002-08-06,737.1053767925845
2002-08-07,736.9521672072376
2002-08-08,738.8329490526103
2002-08-09,733.1939039790145
2002-08-10,734.7729007011706
2002-08-11,731.2396571858997
2002-08-12,737.6502714525403
2002-08-13,736.478258112031
2002-08-14,735.03326656963
2002-08-15,735.3521782019611
2002-08-16,730.351143984708
2002-08-17,734.8835206360326
2002-08-18,737.968395177187
2002-08-19,734.6206909146189
2002-08-20,730.3514319424853
2002-08-21,732.5813612156672
2002-08-22,734.449476571556
2002-08-23,739.7383314061972
2002-08-24,731.6626616317295
2002-08-25,732.6009177037645
2002-08-26,738.8241100518569
2002-08-27,738.9632858000725
2002-08-28,734.9755609222442
2002-08-29,731.3186235656275
2002-08-30,735.214560433031
2002-08-31,736.1475571171072
2002-09-01,730.446614496934
2002-09-02,731.5719621377278
2002-09-03,735.1738172851301
2002-09-04,734.8397582030743
2002-09-05,739.541127198928
2002-09-06,739.2979206769395
2002-09-07,730.8747154035923
2002-09-08,734.1743715140503
2002-09-09,730.7299411686153
2002-09-10,734.0835574263766
2002-09-11,734.9576850275961
2002-09-12,739.5138123964837
2002-09-13,734.9249653921997
2002-09-14,737.9316182921541
2002-09-15,731.2348377822955
2002-09-16,736.921591282195
2002-09-17,739.0452657753361
2002-09-18,732.0484928237477
2002-09-19,737.3929123256482
2002-09-20,735.8627991355356
2002-09-21,736.9461589857874
2002-09-22,732.9172715648054
2002-09-23,734.7081633392222
2002-09-24,737.7151819110557
2002-09-25,734.1750086905557
2002-09-26,739.8471414342242
2002-09-27,735.1193886983954
2002-09-28,735.899958230405
2002-09-29,738.5978088511407
2002-09-30,734.5659305984387
2002-10-01,740.0
2002-10-02,718.1272340028654
2002-10-03,723.6722301117832
2002-10-04,728.4444989620772
2002-10-05,730.9633064940547
2002-10-06,733.1950707269981
2002-10-07,735.1628090742063
2002-10-08,720.3181463267631
2002-10-09,738.8513065027079
2002-10-10,739.968432587053
2002-10-11,726.0468072706182
2002-10-12,729.3170283019595
2002-10-13,739.791411214977
2002-10-14,722.1575400357316
2002-10-15,714.423313343834
2002-10-16,738.2858081117504
2002-10-17,727.3051955957565
2002-10-18,716.9627310148077
2002-10-19,722.6083164313998
2002-10-20,734.6767910808139
2002-10-21,732.0813361376676
2002-10-22,717.7575662884321
2002-10-23,714.7609236486278
2002-10-24,710.9907651726733
2002-10-25,736.4327617325756
2002-10-26,716.0963001577004
2002-10-27,726.3857051228392
2002-10-28,734.9978004341762
2002-10-29,733.133146973406
2002-10-30,737.5956640655013
2002-10-31,729.6805349450003
2002-11-01,729.9293121903702
2002-11-02,719.2216621306219
2002-11-03,727.7865521391667
2002-11-04,729.1236383834952
2002-11-05,727.7976238351151
2002-11-06,730.9708850513994
2002-11-07,717.0430953851312
2002-11-08,735.5147243486546
2002-11-09,715.2950560336749
2002-11-10,717.9156758562982
2002-11-11,714.1132118420871
2002-11-12,714.3938359856367
2002-11-13,718.2970995934364
2002-11-14,712.4834697779294
2002-11-15,713.5605716121671
2002-11-16,733.9926017753303
2002-11-17,719.6320632602
2002-11-18,739.9911511470805
2002-11-19,736.2983796806138
2002-11-20,735.3249824027147
2002-11-21,736.3093086182794
2002-11-22,720.4787185270917
2002-11-23,720.6496124213681
2002-11-24,729.1659970553987
2002-11-25,718.5928886420352
2002-11-26,728.987950547289
2002-11-27,739.0781543244942
2002-11-28,713.2372314292624
2002-11-29,721.815158858097
2002-11-30,714.4260531078488
2002-12-01,721.3939904553267
2002-12-02,723.9782480118058
2002-12-03,710.8927637682625
2002-12-04,725.5917980234924
2002-12-05,738.4362120264227
2002-12-06,731.0425821372895
2002-12-07,718.074400922335
2002-12-08,737.8262445014071
2002-12-09,731.6306384355141
2002-12-10,729.854208440274
2002-12-11,711.5084546923894
2002-12-12,718.9459171833465
2002-12-13,728.8999083558812
2002-12-14,717.1025395372626
2002-12-15,734.4193222571707
2002-12-16,739.397211857317
2002-12-17,738.9417985338094
2002-12-18,716.0539967024491
2002-12-19,721.1024146122961
2002-12-20,732.1745787168687
2002-12-21,725.7168989717323
2002-12-22,716.0856385787208
2002-12-23,738.8991937099368
2002-12-24,735.929556543449
2002-12-25,733.329699811062
2002-12-26,724.3473605695302
2002-12-27,713.4614999025225
2002-12-28,736.3006390309042
2002-12-29,725.7974748222158
2002-12-30,726.4077094157723
2002-12-31,729.3746918098044
2003-01-01,710.0
2003-01-02,737.5765415292692
2003-01-03,755.6041322723145
2003-01-04,739.8551908543149
2003-01-05,721.3397464614056
2003-01-06,750.776608674047
2003-01-07,731.5037862308935
2003-01-08,746.2448562885044
2003-01-09,742.0677668432486
2003-01-10,732.5801785688334
2003-01-11,732.982073177053
2003-01-12,717.4799793764385
2003-01-13,751.8826670431112
2003-01-14,748.7568429074836
2003-01-15,758.9246020351427
2003-01-16,738.7372852597706
2003-01-17,751.7218527336235
2003-01-18,711.6717703065326
2003-01-19,741.5703060475506
2003-01-20,751.828822389123
2003-01-21,741.9295802034394
2003-01-22,718.8812104699598
2003-01-23,732.6319646211986
2003-01-24,763.873801682883
2003-01-25,726.0411701309723
2003-01-26,711.7941365670441
2003-01-27,716.45417772274
2003-01-28,739.8300684517889
2003-01-29,722.4229632134229
2003-01-30,723.3343840025525
2003-01-31,717.9565772808734
2003-02-01,737.6748064928371
2003-02-02,757.0663735759634
2003-02-03,761.4411641820606
2003-02-04,736.7313448092114
2003-02-05,738.6440796249302
2003-02-06,731.8047385211605
2003-02-07,713.5996298009348
2003-02-08,749.248453026964
2003-02-09,753.436257476965
2003-02-10,768.9987062943031
2003-02-11,737.6944955383071
2003-02-12,746.9721887722802
2003-02-13,726.3690224619924
2003-02-14,710.9749701393091
2003-02-15,732.8894155432961
2003-02-16,713.1907961997426
2003-02-17,751.4550882594494
2003-02-18,716.8009322706646
2003-02-19,740.8003332127486
2003-02-20,744.1694613926593
2003-02-21,749.8463843379486
2003-02-22,712.6331739923871
2003-02-23,739.5917037662549
2003-02-24,767.4282737689931
2003-02-25,751.6238233038218
2003-02-26,767.9909583056499
2003-02-27,741.7704995072186
2003-02-28,735.7528710594402
2003-03-01,731.736137708347
2003-03-02,744.9204719812124
2003-03-03,734.5161283678361
2003-03-04,722.5602992853304
2003-03-05,735.5351501179085
2003-03-06,753.3394066968953
2003-03-07,743.7474187567258
2003-03-08,746.0467666088066
2003-03-09,720.0982601149301
2003-03-10,712.307684497387
2003-03-11,752.6046060897526
2003-03-12,741.3964479273635
2003-03-13,745.7474089202597
2003-03-14,765.0140988622787
2003-03-15,730.5200962827256
2003-03-16,757.6272372926213
2003-03-17,741.6855228095145
2003-03-18,717.651268739561
2003-03-19,730.0406444383821
2003-03-20,729.2673345701206
2003-03-21,734.6431651182587
2003-03-22,726.6803667142489
